supplier_id,name,country,region,industry,years_in_business,employee_count,avg_delivery_time_days,on_time_delivery_rate,quality_score,defect_rate,annual_revenue_millions,profit_margin,credit_score,debt_to_equity,production_capacity_units,utilization_rate,certifications,has_erp_system,unit_cost,min_order_quantity,geopolitical_risk_score,esg_score,compliance_score
SUP_0087,Hoffman-Rodriguez,USA,Western Sahara,Pharmaceuticals,26,5877,13.052016965706038,0.8889960878941808,0.9242743711945065,0.03108998424805207,431.18696350700344,0.1284787443056949,696,0.35297550793838417,434127,0.8754161851893533,ISO9001,True,224.42553078714204,6272,0.3234941711477731,0.9512232193864765,0.6265292164003923
SUP_0088,"Mckee, Gardner and Davenport",Vietnam,Myanmar,Machinery,34,825,17.76916665890773,0.9595841448048955,0.8546678728668828,0.031082745653243028,42.65949987473808,0.15368160438904083,766,0.3008176118219208,73936,0.7551455806052664,ISO9001,True,375.6415561661009,3556,0.1576674687989387,0.34987970943568103,0.5060542376174437
SUP_0089,"Hernandez, Anderson and Parker",Japan,United Arab Emirates,Pharmaceuticals,40,415,9.616695327378352,0.8593886526784881,0.932213782561936,0.00436692879339512,217.90547408359518,0.06652353269185374,667,1.9389340662055579,158702,0.8738697235973782,ISO9001,False,337.00169504274993,9254,0.19710913452752515,0.7305090776272066,0.8873168903188939
SUP_0090,Nolan and Sons,Thailand,Pitcairn Islands,Metals,10,2246,6.106845833950983,0.7363177354255198,0.7897344439624856,0.006583875101001541,248.14759645899457,0.23405943624388154,587,1.2713494811006587,629745,0.64483351122817,ISO9001,False,120.06164980348744,5884,0.40079431195304915,0.6850643583207092,0.6943263993149236
SUP_0091,Estrada LLC,China,Slovakia (Slovak Republic),Food & Beverage,30,735,8.937713605753862,0.9549879113993731,0.7033726481167273,0.02765681237995483,321.6746742276143,0.0942126742907457,601,1.4841322866070652,354710,0.6632081093613553,ISO9001,True,379.06179459756737,9660,0.8499104531976952,0.33022161505790815,0.5824074078647186
SUP_0092,"Henson, Russell and Oliver",Japan,Cape Verde,Textiles,31,9728,20.67742508181385,0.8466972809560304,0.93628121120448,0.03690727569354628,275.69623069100567,0.16806953809175457,814,0.665342057505759,356130,0.6530492800556857,ISO9001,True,439.79783634058793,3400,0.22805730796365842,0.623090232093853,0.5046658099135466
SUP_0093,Hancock and Sons,USA,Turkmenistan,Pharmaceuticals,3,498,10.722443210108732,0.9551467809231622,0.8630241251112092,0.016235517570370155,373.7505447805295,0.2130236768960736,365,0.7752306805029049,441116,0.7885434835700637,ISO14001,False,421.58235033826946,3183,0.6965870261849857,0.4417363921156662,0.9790367400596901
SUP_0094,Johnson-Doyle,Thailand,Grenada,Automotive Parts,31,5160,11.895773903586786,0.8363925256895178,0.8008200853953789,0.007110988788658134,198.83418269320728,0.1786730359823569,835,0.5126972856133001,557993,0.7370339943622403,ISO14001,True,11.576949166096554,5991,0.2450554239404042,0.5713715163252759,0.7011635623432779
SUP_0095,Pham-Shields,Mexico,Sudan,Automotive Parts,24,4481,18.671304585883625,0.7153131485358731,0.7946390648975012,0.03036907931748376,305.0513655857157,0.05458656225360841,618,0.2464107303552292,874661,0.8433954769148186,ISO45001,False,112.82257747964061,967,0.5138152451532875,0.6081392985688434,0.5737262633531419
SUP_0096,Adams Ltd,Mexico,Connecticut,Machinery,33,1219,10.033108972080717,0.8077123805431833,0.6250168907589474,0.040266978875156435,385.62837674610523,0.1967231660084625,417,1.320873879116864,463008,0.8231436425645804,ISO14001,True,346.09652281443323,2225,0.6977756701936302,0.8179904706799281,0.9751563764652958
SUP_0097,Brennan-Garrison,Japan,Cyprus,Food & Beverage,10,2147,17.558688345395026,0.8698849423318515,0.8345916368754828,0.035185860748483684,465.5122922090853,0.2065163879702676,725,1.7201832377638513,866985,0.9054555876696107,ISO45001,True,403.2952217998981,8995,0.48637509766828424,0.39343598069116065,0.5403007568785623
SUP_0098,Velasquez Group,Mexico,Guernsey,Textiles,35,2889,10.723347428053707,0.911557386309195,0.9062051595964439,0.008786500215798325,309.01032324404423,0.07707081645553711,842,1.8529838103668004,596712,0.9348151173792103,ISO9001,True,148.27166659966807,9535,0.3205758824764418,0.4929286370752618,0.893563301300802
SUP_0099,Hoover-Savage,Brazil,Czech Republic,Metals,25,254,11.41088306974139,0.9473959907870586,0.6186002345760262,0.03136527256977137,285.3764952587353,0.11918408950033886,818,0.2642067604488383,920734,0.6076381888714213,ISO14001,False,284.48240989630256,6442,0.4147582772508732,0.8795078627255208,0.8938565077638543
SUP_0100,Keller Group,Thailand,Greenland,Metals,21,3720,12.578195278638223,0.7574483135003246,0.8261321018286439,0.023732691847728474,486.28261151945316,0.1717054545392933,744,0.3167819912870734,541633,0.8520028138820895,ISO14001,True,345.03951173275084,2436,0.5187127290994932,0.3803382103084522,0.9300698466747175
